Problem,Observations,Goals,Real Goal
rovers/70/rovers_p07_hyp-4_70_2,32,6,3
rovers/70/rovers_p07_hyp-4_70_3,32,6,3
satellite/10/satellite_p01_hyp-1_10_1,1,6,0
satellite/10/satellite_p01_hyp-1_10_2,1,6,0
satellite/10/satellite_p01_hyp-1_10_3,1,6,0
satellite/10/satellite_p01_hyp-2_10_1,1,6,1
satellite/10/satellite_p01_hyp-2_10_2,1,6,1
satellite/10/satellite_p01_hyp-2_10_3,1,6,1
satellite/10/satellite_p01_hyp-3_10_1,1,6,2
satellite/10/satellite_p01_hyp-3_10_2,1,6,2
satellite/10/satellite_p01_hyp-3_10_3,1,6,2
satellite/10/satellite_p01_hyp-4_10_1,2,6,3
satellite/10/satellite_p01_hyp-4_10_2,2,6,3
satellite/10/satellite_p01_hyp-4_10_3,2,6,3
satellite/10/satellite_p02_hyp-1_10_1,2,6,0
satellite/10/satellite_p02_hyp-1_10_2,2,6,0
satellite/10/satellite_p02_hyp-1_10_3,2,6,0
satellite/10/satellite_p02_hyp-2_10_1,2,6,1
satellite/10/satellite_p02_hyp-2_10_2,2,6,1
satellite/10/satellite_p02_hyp-2_10_3,2,6,1
satellite/10/satellite_p02_hyp-3_10_1,2,6,2
satellite/10/satellite_p02_hyp-3_10_2,2,6,2
satellite/10/satellite_p02_hyp-3_10_3,2,6,2
satellite/10/satellite_p02_hyp-4_10_1,2,6,3
satellite/10/satellite_p02_hyp-4_10_2,2,6,3
satellite/10/satellite_p02_hyp-4_10_3,2,6,3
satellite/10/satellite_p03_hyp-1_10_1,1,6,0
satellite/10/satellite_p03_hyp-1_10_2,1,6,0
satellite/10/satellite_p03_hyp-1_10_3,1,6,0
satellite/10/satellite_p03_hyp-2_10_1,1,6,1
satellite/10/satellite_p03_hyp-2_10_2,1,6,1
satellite/10/satellite_p03_hyp-2_10_3,1,6,1
satellite/10/satellite_p03_hyp-3_10_1,1,6,2
satellite/10/satellite_p03_hyp-3_10_2,1,6,2
satellite/10/satellite_p03_hyp-3_10_3,1,6,2
satellite/10/satellite_p03_hyp-4_10_1,1,6,3
satellite/10/satellite_p03_hyp-4_10_2,1,6,3
satellite/10/satellite_p03_hyp-4_10_3,1,6,3
satellite/10/satellite_p04_hyp-1_10_1,2,6,0
satellite/10/satellite_p04_hyp-1_10_2,2,6,0
satellite/10/satellite_p04_hyp-1_10_3,2,6,0
satellite/10/satellite_p04_hyp-2_10_1,2,6,1
satellite/10/satellite_p04_hyp-2_10_2,2,6,1
satellite/10/satellite_p04_hyp-2_10_3,2,6,1
satellite/10/satellite_p04_hyp-3_10_1,2,6,2
satellite/10/satellite_p04_hyp-3_10_2,2,6,2
satellite/10/satellite_p04_hyp-3_10_3,2,6,2
satellite/10/satellite_p04_hyp-4_10_1,2,6,3
satellite/10/satellite_p04_hyp-4_10_2,2,6,3
satellite/10/satellite_p04_hyp-4_10_3,2,6,3
satellite/10/satellite_p05_hyp-1_10_1,3,8,0
satellite/10/satellite_p05_hyp-1_10_2,3,8,0
satellite/10/satellite_p05_hyp-1_10_3,3,8,0
satellite/10/satellite_p05_hyp-2_10_1,3,8,2
satellite/10/satellite_p05_hyp-2_10_2,3,8,2
satellite/10/satellite_p05_hyp-2_10_3,3,8,2
satellite/10/satellite_p05_hyp-3_10_1,3,8,4
satellite/10/satellite_p05_hyp-3_10_2,3,8,4
satellite/10/satellite_p05_hyp-3_10_3,3,8,4
satellite/10/satellite_p05_hyp-4_10_1,3,8,6
satellite/10/satellite_p05_hyp-4_10_2,3,8,6
satellite/10/satellite_p05_hyp-4_10_3,3,8,6
satellite/10/satellite_p06_hyp-1_10_1,3,7,0
satellite/10/satellite_p06_hyp-1_10_2,3,7,0
satellite/10/satellite_p06_hyp-1_10_3,3,7,0
satellite/10/satellite_p06_hyp-2_10_1,2,7,2
satellite/10/satellite_p06_hyp-2_10_2,2,7,2
satellite/10/satellite_p06_hyp-2_10_3,2,7,2
satellite/10/satellite_p06_hyp-3_10_1,4,7,4
satellite/10/satellite_p06_hyp-3_10_2,4,7,4
satellite/10/satellite_p06_hyp-3_10_3,4,7,4
satellite/10/satellite_p06_hyp-4_10_1,3,7,6
satellite/10/satellite_p06_hyp-4_10_2,3,7,6
satellite/10/satellite_p06_hyp-4_10_3,3,7,6
satellite/10/satellite_p07_hyp-1_10_1,2,6,0
satellite/10/satellite_p07_hyp-1_10_2,2,6,0
satellite/10/satellite_p07_hyp-1_10_3,2,6,0
satellite/10/satellite_p07_hyp-2_10_1,2,6,2
satellite/10/satellite_p07_hyp-2_10_2,2,6,2
satellite/10/satellite_p07_hyp-2_10_3,2,6,2
satellite/10/satellite_p07_hyp-3_10_1,3,6,4
satellite/10/satellite_p07_hyp-3_10_2,3,6,4
satellite/10/satellite_p07_hyp-3_10_3,3,6,4
satellite/10/satellite_p07_hyp-4_10_1,2,6,5
satellite/10/satellite_p07_hyp-4_10_2,2,6,5
satellite/10/satellite_p07_hyp-4_10_3,2,6,5
satellite/100/satellite_p01_hyp-1_full,10,6,0
satellite/100/satellite_p01_hyp-2_full,9,6,1
satellite/100/satellite_p01_hyp-3_full,10,6,2
satellite/100/satellite_p01_hyp-4_full,11,6,3
satellite/100/satellite_p02_hyp-1_full,13,6,0
satellite/100/satellite_p02_hyp-2_full,13,6,1
satellite/100/satellite_p02_hyp-3_full,13,6,2
satellite/100/satellite_p02_hyp-4_full,13,6,3
satellite/100/satellite_p03_hyp-1_full,9,6,0
satellite/100/satellite_p03_hyp-2_full,9,6,1
satellite/100/satellite_p03_hyp-3_full,9,6,2
satellite/100/satellite_p03_hyp-4_full,10,6,3
satellite/100/satellite_p04_hyp-1_full,18,6,0
satellite/100/satellite_p04_hyp-2_full,18,6,1
satellite/100/satellite_p04_hyp-3_full,18,6,2
satellite/100/satellite_p04_hyp-4_full,18,6,3
satellite/100/satellite_p05_hyp-1_full,21,8,0
satellite/100/satellite_p05_hyp-2_full,24,8,2
satellite/100/satellite_p05_hyp-3_full,26,8,4
satellite/100/satellite_p05_hyp-4_full,21,8,6
satellite/100/satellite_p06_hyp-1_full,26,7,0
satellite/100/satellite_p06_hyp-2_full,19,7,2
satellite/100/satellite_p06_hyp-3_full,34,7,4
satellite/100/satellite_p06_hyp-4_full,21,7,6
satellite/100/satellite_p07_hyp-1_full,19,6,0
satellite/100/satellite_p07_hyp-2_full,20,6,2
satellite/100/satellite_p07_hyp-3_full,21,6,4
satellite/100/satellite_p07_hyp-4_full,20,6,5
satellite/30/satellite_p01_hyp-1_30_1,3,6,0
satellite/30/satellite_p01_hyp-1_30_2,3,6,0
satellite/30/satellite_p01_hyp-1_30_3,3,6,0
satellite/30/satellite_p01_hyp-2_30_1,3,6,1
satellite/30/satellite_p01_hyp-2_30_2,3,6,1
satellite/30/satellite_p01_hyp-2_30_3,3,6,1
satellite/30/satellite_p01_hyp-3_30_1,3,6,2
satellite/30/satellite_p01_hyp-3_30_2,3,6,2
satellite/30/satellite_p01_hyp-3_30_3,3,6,2
satellite/30/satellite_p01_hyp-4_30_1,4,6,3
satellite/30/satellite_p01_hyp-4_30_2,4,6,3
satellite/30/satellite_p01_hyp-4_30_3,4,6,3
satellite/30/satellite_p02_hyp-1_30_1,4,6,0
satellite/30/satellite_p02_hyp-1_30_2,4,6,0
satellite/30/satellite_p02_hyp-1_30_3,4,6,0
satellite/30/satellite_p02_hyp-2_30_1,4,6,1
satellite/30/satellite_p02_hyp-2_30_2,4,6,1
satellite/30/satellite_p02_hyp-2_30_3,4,6,1
satellite/30/satellite_p02_hyp-3_30_1,4,6,2
satellite/30/satellite_p02_hyp-3_30_2,4,6,2
satellite/30/satellite_p02_hyp-3_30_3,4,6,2
satellite/30/satellite_p02_hyp-4_30_1,4,6,3
satellite/30/satellite_p02_hyp-4_30_2,4,6,3
satellite/30/satellite_p02_hyp-4_30_3,4,6,3
satellite/30/satellite_p03_hyp-1_30_1,3,6,0
satellite/30/satellite_p03_hyp-1_30_2,3,6,0
satellite/30/satellite_p03_hyp-1_30_3,3,6,0
satellite/30/satellite_p03_hyp-2_30_1,3,6,1
satellite/30/satellite_p03_hyp-2_30_2,3,6,1
satellite/30/satellite_p03_hyp-2_30_3,3,6,1
satellite/30/satellite_p03_hyp-3_30_1,3,6,2
satellite/30/satellite_p03_hyp-3_30_2,3,6,2
satellite/30/satellite_p03_hyp-3_30_3,3,6,2
satellite/30/satellite_p03_hyp-4_30_1,3,6,3
satellite/30/satellite_p03_hyp-4_30_2,3,6,3
satellite/30/satellite_p03_hyp-4_30_3,3,6,3
satellite/30/satellite_p04_hyp-1_30_1,6,6,0
satellite/30/satellite_p04_hyp-1_30_2,6,6,0
satellite/30/satellite_p04_hyp-1_30_3,6,6,0
satellite/30/satellite_p04_hyp-2_30_1,6,6,1
satellite/30/satellite_p04_hyp-2_30_2,6,6,1
satellite/30/satellite_p04_hyp-2_30_3,6,6,1
satellite/30/satellite_p04_hyp-3_30_1,6,6,2
satellite/30/satellite_p04_hyp-3_30_2,6,6,2
satellite/30/satellite_p04_hyp-3_30_3,6,6,2
satellite/30/satellite_p04_hyp-4_30_1,6,6,3
satellite/30/satellite_p04_hyp-4_30_2,6,6,3
satellite/30/satellite_p04_hyp-4_30_3,6,6,3
satellite/30/satellite_p05_hyp-1_30_1,7,8,0
satellite/30/satellite_p05_hyp-1_30_2,7,8,0
satellite/30/satellite_p05_hyp-1_30_3,7,8,0
satellite/30/satellite_p05_hyp-2_30_1,8,8,2
satellite/30/satellite_p05_hyp-2_30_2,8,8,2
satellite/30/satellite_p05_hyp-2_30_3,8,8,2
satellite/30/satellite_p05_hyp-3_30_1,8,8,4
satellite/30/satellite_p05_hyp-3_30_2,8,8,4
satellite/30/satellite_p05_hyp-3_30_3,8,8,4
satellite/30/satellite_p05_hyp-4_30_1,7,8,6
satellite/30/satellite_p05_hyp-4_30_2,7,8,6
satellite/30/satellite_p05_hyp-4_30_3,7,8,6
satellite/30/satellite_p06_hyp-1_30_1,8,7,0
satellite/30/satellite_p06_hyp-1_30_2,8,7,0
satellite/30/satellite_p06_hyp-1_30_3,8,7,0
satellite/30/satellite_p06_hyp-2_30_1,6,7,2
satellite/30/satellite_p06_hyp-2_30_2,6,7,2
satellite/30/satellite_p06_hyp-2_30_3,6,7,2
satellite/30/satellite_p06_hyp-3_30_1,11,7,4
satellite/30/satellite_p06_hyp-3_30_2,11,7,4
satellite/30/satellite_p06_hyp-3_30_3,11,7,4
satellite/30/satellite_p06_hyp-4_30_1,7,7,6
satellite/30/satellite_p06_hyp-4_30_2,7,7,6
satellite/30/satellite_p06_hyp-4_30_3,7,7,6
satellite/30/satellite_p07_hyp-1_30_1,6,6,0
satellite/30/satellite_p07_hyp-1_30_2,6,6,0
satellite/30/satellite_p07_hyp-1_30_3,6,6,0
satellite/30/satellite_p07_hyp-2_30_1,6,6,2
satellite/30/satellite_p07_hyp-2_30_2,6,6,2
satellite/30/satellite_p07_hyp-2_30_3,6,6,2
satellite/30/satellite_p07_hyp-3_30_1,7,6,4
satellite/30/satellite_p07_hyp-3_30_2,7,6,4
satellite/30/satellite_p07_hyp-3_30_3,7,6,4
satellite/30/satellite_p07_hyp-4_30_1,6,6,5
satellite/30/satellite_p07_hyp-4_30_2,6,6,5
satellite/30/satellite_p07_hyp-4_30_3,6,6,5
satellite/50/satellite_p01_hyp-1_50_1,5,6,0
satellite/50/satellite_p01_hyp-1_50_2,5,6,0
satellite/50/satellite_p01_hyp-1_50_3,5,6,0
satellite/50/satellite_p01_hyp-2_50_1,5,6,1
satellite/50/satellite_p01_hyp-2_50_2,5,6,1
satellite/50/satellite_p01_hyp-2_50_3,5,6,1
satellite/50/satellite_p01_hyp-3_50_1,5,6,2
satellite/50/satellite_p01_hyp-3_50_2,5,6,2
satellite/50/satellite_p01_hyp-3_50_3,5,6,2
satellite/50/satellite_p01_hyp-4_50_1,6,6,3
satellite/50/satellite_p01_hyp-4_50_2,6,6,3
satellite/50/satellite_p01_hyp-4_50_3,6,6,3
satellite/50/satellite_p02_hyp-1_50_1,7,6,0
satellite/50/satellite_p02_hyp-1_50_2,7,6,0
satellite/50/satellite_p02_hyp-1_50_3,7,6,0
satellite/50/satellite_p02_hyp-2_50_1,7,6,1
satellite/50/satellite_p02_hyp-2_50_2,7,6,1
satellite/50/satellite_p02_hyp-2_50_3,7,6,1
satellite/50/satellite_p02_hyp-3_50_1,7,6,2
satellite/50/satellite_p02_hyp-3_50_2,7,6,2
satellite/50/satellite_p02_hyp-3_50_3,7,6,2
satellite/50/satellite_p02_hyp-4_50_1,7,6,3
satellite/50/satellite_p02_hyp-4_50_2,7,6,3
satellite/50/satellite_p02_hyp-4_50_3,7,6,3
satellite/50/satellite_p03_hyp-1_50_1,5,6,0
satellite/50/satellite_p03_hyp-1_50_2,5,6,0
satellite/50/satellite_p03_hyp-1_50_3,5,6,0
satellite/50/satellite_p03_hyp-2_50_1,5,6,1
satellite/50/satellite_p03_hyp-2_50_2,5,6,1
satellite/50/satellite_p03_hyp-2_50_3,5,6,1
satellite/50/satellite_p03_hyp-3_50_1,5,6,2
satellite/50/satellite_p03_hyp-3_50_2,5,6,2
satellite/50/satellite_p03_hyp-3_50_3,5,6,2
satellite/50/satellite_p03_hyp-4_50_1,5,6,3
satellite/50/satellite_p03_hyp-4_50_2,5,6,3
satellite/50/satellite_p03_hyp-4_50_3,5,6,3
satellite/50/satellite_p04_hyp-1_50_1,9,6,0
satellite/50/satellite_p04_hyp-1_50_2,9,6,0
satellite/50/satellite_p04_hyp-1_50_3,9,6,0
satellite/50/satellite_p04_hyp-2_50_1,9,6,1
satellite/50/satellite_p04_hyp-2_50_2,9,6,1
satellite/50/satellite_p04_hyp-2_50_3,9,6,1
satellite/50/satellite_p04_hyp-3_50_1,9,6,2
satellite/50/satellite_p04_hyp-3_50_2,9,6,2
satellite/50/satellite_p04_hyp-3_50_3,9,6,2
satellite/50/satellite_p04_hyp-4_50_1,9,6,3
satellite/50/satellite_p04_hyp-4_50_2,9,6,3
satellite/50/satellite_p04_hyp-4_50_3,9,6,3
satellite/50/satellite_p05_hyp-1_50_1,11,8,0
satellite/50/satellite_p05_hyp-1_50_2,11,8,0
satellite/50/satellite_p05_hyp-1_50_3,11,8,0
satellite/50/satellite_p05_hyp-2_50_1,12,8,2
satellite/50/satellite_p05_hyp-2_50_2,12,8,2
satellite/50/satellite_p05_hyp-2_50_3,12,8,2
satellite/50/satellite_p05_hyp-3_50_1,13,8,4
satellite/50/satellite_p05_hyp-3_50_2,13,8,4
satellite/50/satellite_p05_hyp-3_50_3,13,8,4
satellite/50/satellite_p05_hyp-4_50_1,11,8,6
satellite/50/satellite_p05_hyp-4_50_2,11,8,6
satellite/50/satellite_p05_hyp-4_50_3,11,8,6
satellite/50/satellite_p06_hyp-1_50_1,13,7,0
satellite/50/satellite_p06_hyp-1_50_2,13,7,0
satellite/50/satellite_p06_hyp-1_50_3,13,7,0
satellite/50/satellite_p06_hyp-2_50_1,10,7,2
satellite/50/satellite_p06_hyp-2_50_2,10,7,2
satellite/50/satellite_p06_hyp-2_50_3,10,7,2
satellite/50/satellite_p06_hyp-3_50_1,17,7,4
satellite/50/satellite_p06_hyp-3_50_2,17,7,4
satellite/50/satellite_p06_hyp-3_50_3,17,7,4
satellite/50/satellite_p06_hyp-4_50_1,11,7,6
satellite/50/satellite_p06_hyp-4_50_2,11,7,6
satellite/50/satellite_p06_hyp-4_50_3,11,7,6
satellite/50/satellite_p07_hyp-1_50_1,10,6,0
satellite/50/satellite_p07_hyp-1_50_2,10,6,0
satellite/50/satellite_p07_hyp-1_50_3,10,6,0
satellite/50/satellite_p07_hyp-2_50_1,10,6,2
satellite/50/satellite_p07_hyp-2_50_2,10,6,2
satellite/50/satellite_p07_hyp-2_50_3,10,6,2
satellite/50/satellite_p07_hyp-3_50_1,11,6,4
satellite/50/satellite_p07_hyp-3_50_2,11,6,4
satellite/50/satellite_p07_hyp-3_50_3,11,6,4
satellite/50/satellite_p07_hyp-4_50_1,10,6,5
satellite/50/satellite_p07_hyp-4_50_2,10,6,5
satellite/50/satellite_p07_hyp-4_50_3,10,6,5
satellite/70/satellite_p01_hyp-1_70_1,7,6,0
satellite/70/satellite_p01_hyp-1_70_2,7,6,0
satellite/70/satellite_p01_hyp-1_70_3,7,6,0
satellite/70/satellite_p01_hyp-2_70_1,7,6,1
satellite/70/satellite_p01_hyp-2_70_2,7,6,1
satellite/70/satellite_p01_hyp-2_70_3,7,6,1
satellite/70/satellite_p01_hyp-3_70_1,7,6,2
satellite/70/satellite_p01_hyp-3_70_2,7,6,2
satellite/70/satellite_p01_hyp-3_70_3,7,6,2
satellite/70/satellite_p01_hyp-4_70_1,8,6,3
satellite/70/satellite_p01_hyp-4_70_2,8,6,3
satellite/70/satellite_p01_hyp-4_70_3,8,6,3
satellite/70/satellite_p02_hyp-1_70_1,10,6,0
satellite/70/satellite_p02_hyp-1_70_2,10,6,0
satellite/70/satellite_p02_hyp-1_70_3,10,6,0
satellite/70/satellite_p02_hyp-2_70_1,10,6,1
satellite/70/satellite_p02_hyp-2_70_2,10,6,1
satellite/70/satellite_p02_hyp-2_70_3,10,6,1
satellite/70/satellite_p02_hyp-3_70_1,10,6,2
satellite/70/satellite_p02_hyp-3_70_2,10,6,2
satellite/70/satellite_p02_hyp-3_70_3,10,6,2
satellite/70/satellite_p02_hyp-4_70_1,10,6,3
satellite/70/satellite_p02_hyp-4_70_2,10,6,3
satellite/70/satellite_p02_hyp-4_70_3,10,6,3
satellite/70/satellite_p03_hyp-1_70_1,7,6,0
satellite/70/satellite_p03_hyp-1_70_2,7,6,0
satellite/70/satellite_p03_hyp-1_70_3,7,6,0
satellite/70/satellite_p03_hyp-2_70_1,7,6,1
satellite/70/satellite_p03_hyp-2_70_2,7,6,1
satellite/70/satellite_p03_hyp-2_70_3,7,6,1
satellite/70/satellite_p03_hyp-3_70_1,7,6,2
satellite/70/satellite_p03_hyp-3_70_2,7,6,2
satellite/70/satellite_p03_hyp-3_70_3,7,6,2
satellite/70/satellite_p03_hyp-4_70_1,7,6,3
satellite/70/satellite_p03_hyp-4_70_2,7,6,3
satellite/70/satellite_p03_hyp-4_70_3,7,6,3
satellite/70/satellite_p04_hyp-1_70_1,13,6,0
satellite/70/satellite_p04_hyp-1_70_2,13,6,0
satellite/70/satellite_p04_hyp-1_70_3,13,6,0
satellite/70/satellite_p04_hyp-2_70_1,13,6,1
satellite/70/satellite_p04_hyp-2_70_2,13,6,1
satellite/70/satellite_p04_hyp-2_70_3,13,6,1
satellite/70/satellite_p04_hyp-3_70_1,13,6,2
satellite/70/satellite_p04_hyp-3_70_2,13,6,2
satellite/70/satellite_p04_hyp-3_70_3,13,6,2
satellite/70/satellite_p04_hyp-4_70_1,13,6,3
satellite/70/satellite_p04_hyp-4_70_2,13,6,3
satellite/70/satellite_p04_hyp-4_70_3,13,6,3
satellite/70/satellite_p05_hyp-1_70_1,15,8,0
satellite/70/satellite_p05_hyp-1_70_2,15,8,0
satellite/70/satellite_p05_hyp-1_70_3,15,8,0
satellite/70/satellite_p05_hyp-2_70_1,17,8,2
satellite/70/satellite_p05_hyp-2_70_2,17,8,2
satellite/70/satellite_p05_hyp-2_70_3,17,8,2
satellite/70/satellite_p05_hyp-3_70_1,19,8,4
satellite/70/satellite_p05_hyp-3_70_2,19,8,4
satellite/70/satellite_p05_hyp-3_70_3,19,8,4
satellite/70/satellite_p05_hyp-4_70_1,15,8,6
satellite/70/satellite_p05_hyp-4_70_2,15,8,6
satellite/70/satellite_p05_hyp-4_70_3,15,8,6
satellite/70/satellite_p06_hyp-1_70_1,19,7,0
satellite/70/satellite_p06_hyp-1_70_2,19,7,0
satellite/70/satellite_p06_hyp-1_70_3,19,7,0
satellite/70/satellite_p06_hyp-2_70_1,14,7,2
satellite/70/satellite_p06_hyp-2_70_2,14,7,2
satellite/70/satellite_p06_hyp-2_70_3,14,7,2
satellite/70/satellite_p06_hyp-3_70_1,24,7,4
satellite/70/satellite_p06_hyp-3_70_2,24,7,4
satellite/70/satellite_p06_hyp-3_70_3,24,7,4
satellite/70/satellite_p06_hyp-4_70_1,15,7,6
satellite/70/satellite_p06_hyp-4_70_2,15,7,6
satellite/70/satellite_p06_hyp-4_70_3,15,7,6
satellite/70/satellite_p07_hyp-1_70_1,14,6,0
satellite/70/satellite_p07_hyp-1_70_2,14,6,0
satellite/70/satellite_p07_hyp-1_70_3,14,6,0
satellite/70/satellite_p07_hyp-2_70_1,14,6,2
satellite/70/satellite_p07_hyp-2_70_2,14,6,2
satellite/70/satellite_p07_hyp-2_70_3,14,6,2
satellite/70/satellite_p07_hyp-3_70_1,15,6,4
satellite/70/satellite_p07_hyp-3_70_2,15,6,4
satellite/70/satellite_p07_hyp-3_70_3,15,6,4
satellite/70/satellite_p07_hyp-4_70_1,14,6,5
satellite/70/satellite_p07_hyp-4_70_2,14,6,5
satellite/70/satellite_p07_hyp-4_70_3,14,6,5
sokoban/10/sokoban_p01_hyp-1_10_1,3,10,0
sokoban/10/sokoban_p01_hyp-1_10_2,3,10,0
sokoban/10/sokoban_p01_hyp-1_10_3,3,10,0
sokoban/10/sokoban_p01_hyp-2_10_1,3,10,1
sokoban/10/sokoban_p01_hyp-2_10_2,3,10,1
sokoban/10/sokoban_p01_hyp-2_10_3,3,10,1
sokoban/10/sokoban_p01_hyp-3_10_1,3,10,2
sokoban/10/sokoban_p01_hyp-3_10_2,3,10,2
sokoban/10/sokoban_p01_hyp-3_10_3,3,10,2
sokoban/10/sokoban_p01_hyp-4_10_1,3,10,3
sokoban/10/sokoban_p01_hyp-4_10_2,3,10,3
sokoban/10/sokoban_p01_hyp-4_10_3,3,10,3
sokoban/10/sokoban_p02_hyp-1_10_1,2,8,0
sokoban/10/sokoban_p02_hyp-1_10_2,2,8,0
sokoban/10/sokoban_p02_hyp-1_10_3,2,8,0
sokoban/10/sokoban_p02_hyp-2_10_1,2,8,1
sokoban/10/sokoban_p02_hyp-2_10_2,2,8,1
sokoban/10/sokoban_p02_hyp-2_10_3,2,8,1
sokoban/10/sokoban_p02_hyp-3_10_1,2,8,2
sokoban/10/sokoban_p02_hyp-3_10_2,2,8,2
sokoban/10/sokoban_p02_hyp-3_10_3,2,8,2
sokoban/10/sokoban_p02_hyp-4_10_1,2,8,3
sokoban/10/sokoban_p02_hyp-4_10_2,2,8,3
sokoban/10/sokoban_p02_hyp-4_10_3,2,8,3
sokoban/10/sokoban_p03_hyp-1_10_1,2,8,0
sokoban/10/sokoban_p03_hyp-1_10_2,2,8,0
sokoban/10/sokoban_p03_hyp-1_10_3,2,8,0
sokoban/10/sokoban_p03_hyp-2_10_1,2,8,1
sokoban/10/sokoban_p03_hyp-2_10_2,2,8,1
sokoban/10/sokoban_p03_hyp-2_10_3,2,8,1
sokoban/10/sokoban_p03_hyp-3_10_1,2,8,2
sokoban/10/sokoban_p03_hyp-3_10_2,2,8,2
sokoban/10/sokoban_p03_hyp-3_10_3,2,8,2
sokoban/10/sokoban_p03_hyp-4_10_1,2,8,3
sokoban/10/sokoban_p03_hyp-4_10_2,2,8,3
sokoban/10/sokoban_p03_hyp-4_10_3,2,8,3
sokoban/10/sokoban_p04_hyp-1_10_1,3,6,0
sokoban/10/sokoban_p04_hyp-1_10_2,3,6,0
sokoban/10/sokoban_p04_hyp-1_10_3,3,6,0
sokoban/10/sokoban_p04_hyp-2_10_1,3,6,1
sokoban/10/sokoban_p04_hyp-2_10_2,3,6,1
sokoban/10/sokoban_p04_hyp-2_10_3,3,6,1
sokoban/10/sokoban_p04_hyp-3_10_1,2,6,2
sokoban/10/sokoban_p04_hyp-3_10_2,2,6,2
sokoban/10/sokoban_p04_hyp-3_10_3,2,6,2
sokoban/10/sokoban_p04_hyp-4_10_1,2,6,3
sokoban/10/sokoban_p04_hyp-4_10_2,2,6,3
sokoban/10/sokoban_p04_hyp-4_10_3,2,6,3
sokoban/10/sokoban_p05_hyp-1_10_1,4,6,0
sokoban/10/sokoban_p05_hyp-1_10_2,4,6,0
sokoban/10/sokoban_p05_hyp-1_10_3,4,6,0
sokoban/10/sokoban_p05_hyp-2_10_1,3,6,1
sokoban/10/sokoban_p05_hyp-2_10_2,3,6,1
sokoban/10/sokoban_p05_hyp-2_10_3,3,6,1
sokoban/10/sokoban_p05_hyp-3_10_1,5,6,2
sokoban/10/sokoban_p05_hyp-3_10_2,5,6,2
sokoban/10/sokoban_p05_hyp-3_10_3,5,6,2
sokoban/10/sokoban_p05_hyp-4_10_1,4,6,3
sokoban/10/sokoban_p05_hyp-4_10_2,4,6,3
sokoban/10/sokoban_p05_hyp-4_10_3,4,6,3
sokoban/10/sokoban_p06_hyp-1_10_1,4,6,0
sokoban/10/sokoban_p06_hyp-1_10_2,4,6,0
sokoban/10/sokoban_p06_hyp-1_10_3,4,6,0
sokoban/10/sokoban_p06_hyp-2_10_1,4,6,1
sokoban/10/sokoban_p06_hyp-2_10_2,4,6,1
sokoban/10/sokoban_p06_hyp-2_10_3,4,6,1
sokoban/10/sokoban_p06_hyp-3_10_1,3,6,2
sokoban/10/sokoban_p06_hyp-3_10_2,3,6,2
sokoban/10/sokoban_p06_hyp-3_10_3,3,6,2
sokoban/10/sokoban_p06_hyp-4_10_1,4,6,3
sokoban/10/sokoban_p06_hyp-4_10_2,4,6,3
sokoban/10/sokoban_p06_hyp-4_10_3,4,6,3
sokoban/10/sokoban_p07_hyp-1_10_1,5,6,0
sokoban/10/sokoban_p07_hyp-1_10_2,5,6,0
sokoban/10/sokoban_p07_hyp-1_10_3,5,6,0
sokoban/10/sokoban_p07_hyp-2_10_1,5,6,1
sokoban/10/sokoban_p07_hyp-2_10_2,5,6,1
sokoban/10/sokoban_p07_hyp-2_10_3,5,6,1
sokoban/10/sokoban_p07_hyp-3_10_1,6,6,2
sokoban/10/sokoban_p07_hyp-3_10_2,6,6,2
sokoban/10/sokoban_p07_hyp-3_10_3,6,6,2
sokoban/10/sokoban_p07_hyp-4_10_1,4,6,3
sokoban/10/sokoban_p07_hyp-4_10_2,4,6,3
sokoban/10/sokoban_p07_hyp-4_10_3,4,6,3
sokoban/100/sokoban_p01_hyp-1_full,26,10,0
sokoban/100/sokoban_p01_hyp-2_full,26,10,1
sokoban/100/sokoban_p01_hyp-3_full,27,10,2
sokoban/100/sokoban_p01_hyp-4_full,27,10,3
sokoban/100/sokoban_p02_hyp-1_full,16,8,0
sokoban/100/sokoban_p02_hyp-2_full,15,8,1
sokoban/100/sokoban_p02_hyp-3_full,15,8,2
sokoban/100/sokoban_p02_hyp-4_full,16,8,3
sokoban/100/sokoban_p03_hyp-1_full,18,8,0
sokoban/100/sokoban_p03_hyp-2_full,19,8,1
sokoban/100/sokoban_p03_hyp-3_full,19,8,2
sokoban/100/sokoban_p03_hyp-4_full,18,8,3
sokoban/100/sokoban_p04_hyp-1_full,27,6,0
sokoban/100/sokoban_p04_hyp-2_full,27,6,1
sokoban/100/sokoban_p04_hyp-3_full,20,6,2
sokoban/100/sokoban_p04_hyp-4_full,18,6,3
sokoban/100/sokoban_p05_hyp-1_full,36,6,0
sokoban/100/sokoban_p05_hyp-2_full,27,6,1
sokoban/100/sokoban_p05_hyp-3_full,43,6,2
sokoban/100/sokoban_p05_hyp-4_full,34,6,3
sokoban/100/sokoban_p06_hyp-1_full,31,6,0
sokoban/100/sokoban_p06_hyp-2_full,32,6,1
sokoban/100/sokoban_p06_hyp-3_full,26,6,2
sokoban/100/sokoban_p06_hyp-4_full,38,6,3
sokoban/100/sokoban_p07_hyp-1_full,46,6,0
sokoban/100/sokoban_p07_hyp-2_full,41,6,1
sokoban/100/sokoban_p07_hyp-3_full,54,6,2
sokoban/100/sokoban_p07_hyp-4_full,34,6,3
